,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
80847,KM7KIUUGSE,20.0,63248.0,114602.0,412.0,92.0,4.0,20.44,60.0,0.17,High School,Unemployed,Divorced,Yes,No,Business,No,1.0
80862,6SP9SDIOFI,67.0,95870.0,235585.0,471.0,90.0,3.0,24.69,12.0,0.69,PhD,Part-time,Married,No,No,Other,Yes,1.0
80866,7UGF5RK1NJ,49.0,79653.0,177691.0,628.0,24.0,2.0,13.36,48.0,0.32,Master's,Unemployed,Married,No,No,Education,Yes,1.0
80875,S98N2WSHVB,32.0,102735.0,218893.0,455.0,32.0,4.0,23.68,48.0,0.58,High School,Self-employed,Married,No,Yes,Other,No,1.0
80876,H4PGQM340N,66.0,42476.0,36353.0,760.0,21.0,2.0,5.59,24.0,0.83,High School,Part-time,Divorced,No,Yes,Education,No,1.0
80908,ENT8UBY7FH,31.0,44231.0,54231.0,337.0,111.0,2.0,11.06,48.0,0.56,High School,Unemployed,Single,No,No,Education,No,1.0
80924,02KH3GKB2L,27.0,29521.0,196059.0,580.0,61.0,2.0,15.38,36.0,0.69,Master's,Self-employed,Married,Yes,No,Other,No,1.0
80927,P5AZS6CEMH,59.0,54213.0,47470.0,843.0,55.0,2.0,8.31,48.0,0.29,High School,Part-time,Divorced,No,Yes,Education,No,1.0
80948,204X72QMM9,47.0,137516.0,123052.0,600.0,2.0,2.0,24.64,12.0,0.35,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,1.0
80954,BN9PQTTHCT,52.0,23417.0,190930.0,715.0,25.0,4.0,22.49,48.0,0.72,PhD,Part-time,Married,No,No,Business,No,1.0
80955,T0ZTNJN5C3,21.0,96598.0,36880.0,429.0,8.0,4.0,8.42,24.0,0.77,Master's,Unemployed,Married,No,No,Education,No,1.0
80958,J3ZFKH5RI0,53.0,133557.0,239989.0,353.0,57.0,4.0,23.35,36.0,0.28,High School,Unemployed,Single,Yes,Yes,Auto,No,1.0
80974,R5ZP56U42H,24.0,93305.0,18403.0,624.0,22.0,3.0,20.98,24.0,0.76,PhD,Part-time,Divorced,Yes,Yes,Auto,Yes,1.0
81001,V6V3MWPH9Y,40.0,149175.0,180199.0,761.0,39.0,3.0,2.97,24.0,0.61,Master's,Self-employed,Single,No,No,Home,No,1.0
81020,D68LHW15PA,30.0,53282.0,167780.0,337.0,73.0,1.0,20.59,12.0,0.28,PhD,Full-time,Single,Yes,Yes,Business,No,1.0
81033,BEK8W8V86E,31.0,39587.0,225153.0,397.0,4.0,3.0,12.89,12.0,0.59,Master's,Part-time,Single,No,No,Other,No,1.0
81038,D41XNK1JTQ,51.0,51989.0,59586.0,578.0,55.0,3.0,19.83,48.0,0.34,PhD,Full-time,Married,No,Yes,Home,Yes,1.0
81056,NCMUIQSSV5,23.0,23891.0,247483.0,385.0,64.0,2.0,22.78,12.0,0.7,Master's,Unemployed,Divorced,Yes,Yes,Auto,No,1.0
81064,O86GMQ7Y4M,20.0,103632.0,97916.0,413.0,92.0,2.0,22.89,48.0,0.6,High School,Unemployed,Divorced,No,Yes,Other,No,1.0
81067,NM35MYVLSO,45.0,62871.0,18858.0,469.0,10.0,3.0,22.93,48.0,0.24,PhD,Unemployed,Married,Yes,No,Auto,No,1.0
81100,SW9C5H4SNG,39.0,54986.0,52503.0,493.0,24.0,1.0,16.35,12.0,0.5,High School,Unemployed,Single,No,No,Business,Yes,1.0
81102,UBYEY4L2K3,44.0,144406.0,156073.0,406.0,2.0,2.0,20.6,24.0,0.57,High School,Unemployed,Single,Yes,Yes,Education,No,1.0
81121,EOFHGHBYA2,47.0,19831.0,34055.0,656.0,54.0,2.0,12.02,12.0,0.3,High School,Self-employed,Divorced,No,No,Home,No,1.0
81124,F5202DVDMK,53.0,122806.0,182658.0,409.0,86.0,2.0,7.3,36.0,0.53,Bachelor's,Self-employed,Single,No,Yes,Home,Yes,1.0
81139,O6ZDCEQAIP,47.0,102927.0,214238.0,412.0,29.0,3.0,12.33,48.0,0.43,PhD,Unemployed,Divorced,No,No,Other,No,1.0
81147,2XVCIPAM84,23.0,65326.0,64653.0,399.0,61.0,4.0,11.77,36.0,0.77,High School,Part-time,Single,No,No,Auto,No,1.0
81153,0OK48U636V,34.0,148618.0,68763.0,362.0,37.0,3.0,11.42,12.0,0.89,Master's,Unemployed,Married,Yes,Yes,Business,Yes,1.0
81164,UGJQ6CQD2I,30.0,116091.0,15775.0,344.0,62.0,4.0,4.45,36.0,0.6,PhD,Unemployed,Divorced,Yes,Yes,Auto,No,1.0
81165,2I1B7UI133,53.0,124830.0,162054.0,581.0,68.0,2.0,15.14,12.0,0.68,Master's,Part-time,Married,Yes,No,Home,No,1.0
81177,D9Z0J6IAQC,18.0,29289.0,171010.0,443.0,112.0,2.0,9.4,60.0,0.38,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes,1.0
81191,79S4Z6AV23,51.0,88233.0,188524.0,630.0,112.0,4.0,24.39,12.0,0.14,Master's,Full-time,Married,Yes,Yes,Education,No,1.0
81197,CWLI4GJXTW,30.0,96015.0,193760.0,301.0,59.0,4.0,12.36,48.0,0.39,Master's,Self-employed,Divorced,No,No,Other,No,1.0
81225,6RUSF3UMS0,52.0,116783.0,187441.0,312.0,38.0,4.0,4.86,48.0,0.57,High School,Full-time,Single,Yes,No,Education,Yes,1.0
81229,2M098GT9FJ,19.0,26767.0,198650.0,652.0,58.0,3.0,15.24,48.0,0.2,Master's,Part-time,Single,No,Yes,Business,No,1.0
81231,EF3XEQ4LC0,50.0,127017.0,77858.0,700.0,47.0,1.0,16.19,48.0,0.18,PhD,Part-time,Divorced,Yes,No,Auto,No,1.0
81234,KIZQ6UK395,32.0,23684.0,206185.0,792.0,101.0,1.0,18.43,48.0,0.83,Master's,Self-employed,Married,No,Yes,Business,Yes,1.0
81247,654LX9HOGW,24.0,18682.0,108308.0,549.0,35.0,3.0,4.95,36.0,0.59,Bachelor's,Full-time,Married,No,Yes,Education,No,1.0
81256,0NDU5LQEH7,48.0,149108.0,125837.0,674.0,5.0,1.0,24.48,48.0,0.18,Master's,Full-time,Married,No,Yes,Business,No,1.0
81258,Z8YWFKP72G,24.0,15526.0,146679.0,693.0,95.0,1.0,16.63,36.0,0.82,High School,Unemployed,Single,Yes,Yes,Other,Yes,1.0
81282,6TPQIAPCFN,24.0,30618.0,146455.0,392.0,111.0,3.0,18.1,60.0,0.24,Bachelor's,Part-time,Married,No,Yes,Home,Yes,1.0
81283,GQU8EQEMSY,22.0,31209.0,218322.0,517.0,61.0,4.0,10.13,48.0,0.34,High School,Full-time,Divorced,Yes,Yes,Business,Yes,1.0
81286,HMC6X0ISI8,62.0,140098.0,135731.0,555.0,8.0,3.0,23.86,36.0,0.15,PhD,Full-time,Married,Yes,Yes,Other,Yes,1.0
81288,K8SZZ87SPF,28.0,100121.0,121482.0,471.0,65.0,4.0,16.39,60.0,0.56,PhD,Part-time,Single,Yes,Yes,Education,No,1.0
81308,TY3XFHX719,26.0,24727.0,24790.0,671.0,8.0,1.0,17.28,48.0,0.77,High School,Part-time,Divorced,Yes,Yes,Auto,Yes,1.0
81313,NKBV3LKFYX,50.0,20303.0,65728.0,780.0,45.0,2.0,15.96,12.0,0.13,High School,Part-time,Divorced,Yes,No,Business,Yes,1.0
81314,8TQUXGHSME,35.0,80116.0,148185.0,457.0,93.0,4.0,20.89,60.0,0.66,Bachelor's,Full-time,Single,Yes,Yes,Home,No,1.0
81321,58MIZZ4SIY,64.0,115430.0,164192.0,590.0,6.0,4.0,24.52,12.0,0.66,High School,Unemployed,Married,Yes,No,Other,Yes,1.0
81335,DJ6QW9N4ZZ,21.0,135213.0,245757.0,353.0,46.0,1.0,24.82,12.0,0.3,High School,Part-time,Married,Yes,No,Business,Yes,1.0
81343,6GSUW46NNA,46.0,149912.0,242550.0,559.0,30.0,4.0,16.92,60.0,0.83,High School,Part-time,Divorced,Yes,No,Auto,Yes,1.0
81346,OL6MHZ4MEV,39.0,43784.0,210031.0,504.0,7.0,1.0,19.51,48.0,0.17,PhD,Unemployed,Divorced,No,No,Auto,Yes,1.0
81361,AE8JYIWX7X,29.0,130139.0,182938.0,578.0,103.0,3.0,19.14,12.0,0.59,Bachelor's,Part-time,Married,Yes,Yes,Other,No,1.0
81364,X5WH8S04CB,32.0,16907.0,159984.0,322.0,105.0,2.0,24.98,36.0,0.27,High School,Full-time,Single,No,No,Auto,No,1.0
81365,QD638YDH98,33.0,104353.0,70677.0,302.0,69.0,3.0,23.69,24.0,0.85,Bachelor's,Self-employed,Divorced,Yes,Yes,Education,No,1.0
81366,042RVN4TCW,51.0,118467.0,71053.0,455.0,25.0,4.0,21.45,24.0,0.37,Master's,Unemployed,Single,Yes,Yes,Home,No,1.0
81367,G5H22DCYPX,26.0,85501.0,104625.0,796.0,21.0,3.0,17.2,60.0,0.65,Bachelor's,Part-time,Single,No,No,Education,Yes,1.0
81372,GERGWP2A7Y,32.0,124615.0,185884.0,557.0,30.0,4.0,17.39,12.0,0.65,Bachelor's,Full-time,Married,Yes,No,Business,Yes,1.0
81394,PBG6X6SKZU,57.0,134517.0,17901.0,686.0,85.0,3.0,3.65,60.0,0.11,Bachelor's,Unemployed,Single,No,No,Education,No,1.0
81406,S2IISP37GQ,32.0,85666.0,242151.0,786.0,118.0,2.0,13.49,24.0,0.66,Bachelor's,Full-time,Divorced,No,Yes,Home,Yes,1.0
81411,6A40OQJ857,20.0,92418.0,40917.0,556.0,24.0,3.0,21.05,60.0,0.67,High School,Full-time,Single,Yes,No,Home,No,1.0
81430,TMSR4A1IOX,27.0,28308.0,121208.0,735.0,43.0,2.0,11.87,60.0,0.72,Master's,Unemployed,Divorced,Yes,Yes,Other,No,1.0
81449,1QETKBNRXG,57.0,15988.0,208948.0,434.0,15.0,4.0,20.71,48.0,0.45,Bachelor's,Full-time,Single,No,Yes,Business,Yes,1.0
81454,ZIW4HKE6S8,32.0,37651.0,65045.0,534.0,28.0,4.0,10.02,24.0,0.68,Bachelor's,Part-time,Divorced,No,Yes,Education,No,1.0
81465,NNAO5MWVBC,19.0,87038.0,67353.0,605.0,34.0,4.0,23.26,24.0,0.68,PhD,Unemployed,Single,No,No,Auto,No,1.0
81476,19WUTZPWVS,27.0,103358.0,58552.0,396.0,42.0,3.0,4.31,12.0,0.53,Master's,Unemployed,Divorced,No,No,Education,No,1.0
81485,I95YDUFBPB,48.0,113973.0,41917.0,576.0,85.0,3.0,21.41,48.0,0.42,High School,Part-time,Married,Yes,Yes,Education,No,1.0
81503,XSZM7BR1LK,42.0,79134.0,143355.0,341.0,118.0,4.0,22.37,12.0,0.22,Master's,Self-employed,Divorced,Yes,No,Business,Yes,1.0
81511,8JVY2U6K94,53.0,93495.0,218281.0,474.0,38.0,2.0,20.83,48.0,0.47,PhD,Unemployed,Divorced,No,No,Other,Yes,1.0
81538,QPLIIVXDIO,41.0,76617.0,100402.0,521.0,87.0,4.0,15.03,36.0,0.37,High School,Self-employed,Single,Yes,Yes,Home,No,1.0
81539,YRYS6J1ULV,63.0,108158.0,116889.0,352.0,38.0,4.0,25.0,60.0,0.35,PhD,Full-time,Divorced,No,No,Home,No,1.0
81560,R8BR3D6WM9,59.0,42505.0,247911.0,837.0,89.0,3.0,3.64,24.0,0.76,High School,Self-employed,Single,Yes,No,Education,Yes,1.0
81603,HWUE2ZA1Q6,27.0,25027.0,191128.0,375.0,34.0,4.0,14.27,60.0,0.45,Master's,Unemployed,Divorced,No,Yes,Business,No,1.0
81605,0UUIOLHKWP,38.0,131939.0,85384.0,345.0,8.0,1.0,18.01,48.0,0.14,Bachelor's,Part-time,Married,No,No,Education,No,1.0
81609,OHNVG5TIE1,49.0,146093.0,154101.0,656.0,30.0,2.0,7.92,36.0,0.68,Bachelor's,Part-time,Divorced,Yes,Yes,Auto,No,1.0
81638,DPK17REZ5J,30.0,41025.0,155210.0,319.0,15.0,4.0,12.35,48.0,0.23,High School,Full-time,Married,Yes,Yes,Business,Yes,1.0
81675,VIYDCVCZ9H,39.0,37465.0,44733.0,526.0,104.0,1.0,6.49,24.0,0.64,Bachelor's,Full-time,Married,No,No,Education,Yes,1.0
81678,QB74SOUUMG,56.0,49841.0,210003.0,529.0,61.0,4.0,10.64,36.0,0.67,Master's,Part-time,Divorced,Yes,No,Business,Yes,1.0
81680,UWJ0OVZY6I,65.0,146451.0,126973.0,438.0,18.0,2.0,3.09,24.0,0.89,High School,Self-employed,Single,Yes,No,Home,Yes,1.0
81684,X2DLCENX7U,24.0,55478.0,147202.0,459.0,105.0,4.0,18.44,48.0,0.33,High School,Unemployed,Single,No,No,Education,No,1.0
81695,G51IG3KYXQ,66.0,131645.0,105726.0,329.0,57.0,2.0,24.52,60.0,0.55,Master's,Self-employed,Married,Yes,Yes,Home,Yes,1.0
81711,XTK6HL9WZD,32.0,28247.0,218290.0,577.0,71.0,4.0,22.95,24.0,0.76,Bachelor's,Part-time,Divorced,Yes,No,Home,Yes,1.0
81723,E8NT3XBNO6,53.0,142335.0,108014.0,790.0,82.0,2.0,18.51,12.0,0.57,Bachelor's,Part-time,Single,No,No,Other,No,1.0
81724,DFI92XY0XJ,37.0,93174.0,249269.0,561.0,110.0,1.0,24.2,12.0,0.17,PhD,Unemployed,Single,No,Yes,Education,Yes,1.0
81727,AKTLXQW7IY,20.0,73242.0,200903.0,751.0,22.0,3.0,23.31,60.0,0.78,Bachelor's,Self-employed,Married,No,Yes,Other,Yes,1.0
81741,S2S0N6W2VQ,39.0,53944.0,235205.0,537.0,3.0,2.0,19.94,24.0,0.1,Bachelor's,Self-employed,Single,Yes,No,Business,No,1.0
81746,XE3JK1LS07,19.0,57963.0,51776.0,426.0,28.0,2.0,3.98,36.0,0.16,Bachelor's,Full-time,Single,No,Yes,Business,No,1.0
81754,YSQWZ4Z7BA,46.0,32281.0,229852.0,356.0,24.0,1.0,7.17,36.0,0.26,PhD,Part-time,Married,No,No,Home,No,1.0
81755,ISDJH8OF1N,38.0,22145.0,8070.0,433.0,18.0,4.0,14.43,36.0,0.27,PhD,Self-employed,Divorced,Yes,No,Education,No,1.0
81767,BJAS2QHO5B,32.0,15010.0,49154.0,781.0,16.0,2.0,9.55,36.0,0.87,High School,Self-employed,Married,No,No,Education,No,1.0
81774,85V845JZWC,24.0,85958.0,147135.0,333.0,58.0,3.0,19.23,48.0,0.76,High School,Full-time,Single,Yes,No,Other,Yes,1.0
81804,SDHZVN63N6,24.0,22883.0,161749.0,745.0,39.0,1.0,7.07,12.0,0.5,Bachelor's,Unemployed,Single,Yes,No,Business,Yes,1.0
81808,WJ99QIHFTL,23.0,64695.0,86880.0,370.0,78.0,3.0,5.06,36.0,0.86,High School,Part-time,Single,No,No,Business,No,1.0
81812,2MQ3MZMZDZ,32.0,42763.0,198800.0,401.0,58.0,4.0,15.98,36.0,0.56,PhD,Part-time,Divorced,Yes,Yes,Education,No,1.0
81815,M7PSOLOHTC,40.0,36495.0,228027.0,375.0,44.0,4.0,21.76,24.0,0.4,High School,Part-time,Single,No,No,Auto,No,1.0
81819,83X9OIM7OZ,54.0,125131.0,111329.0,498.0,26.0,2.0,19.27,48.0,0.17,High School,Self-employed,Single,No,Yes,Home,Yes,1.0
81821,3PNMU2FOLH,33.0,147690.0,14419.0,472.0,43.0,2.0,4.11,36.0,0.74,High School,Unemployed,Single,Yes,No,Education,No,1.0
81824,WC9IWL3560,20.0,148135.0,139323.0,317.0,66.0,2.0,8.64,12.0,0.79,Bachelor's,Self-employed,Married,No,Yes,Business,Yes,1.0
81838,RH80ZDLZGW,27.0,32973.0,221190.0,819.0,64.0,2.0,21.04,12.0,0.66,Master's,Part-time,Divorced,No,No,Other,No,1.0
81841,6101A7UGUX,38.0,64540.0,195528.0,659.0,64.0,1.0,17.25,12.0,0.39,Master's,Full-time,Married,Yes,Yes,Auto,Yes,1.0
81844,NUVS07HDWI,32.0,48273.0,160477.0,507.0,60.0,2.0,19.59,24.0,0.47,Bachelor's,Full-time,Single,No,No,Business,Yes,1.0
81845,FZV8UFWSE5,45.0,73881.0,22915.0,475.0,99.0,1.0,21.36,36.0,0.12,PhD,Self-employed,Divorced,Yes,Yes,Business,No,1.0
81855,N1VE5H93MB,30.0,115192.0,223788.0,740.0,24.0,2.0,19.34,48.0,0.55,Bachelor's,Full-time,Single,Yes,No,Other,No,1.0
81858,8NNJKUWMNF,34.0,26297.0,248712.0,418.0,33.0,2.0,23.14,48.0,0.3,High School,Unemployed,Single,Yes,Yes,Business,No,1.0
81863,7B1E7X3YPR,68.0,116166.0,230125.0,496.0,74.0,1.0,22.62,36.0,0.57,High School,Unemployed,Divorced,No,No,Auto,Yes,1.0
81872,QNRDMDRU9M,28.0,51528.0,230604.0,559.0,66.0,3.0,12.43,12.0,0.17,High School,Part-time,Married,No,Yes,Auto,Yes,1.0
81891,FEP1PRBW03,39.0,16824.0,158241.0,316.0,27.0,3.0,15.8,12.0,0.47,PhD,Full-time,Married,Yes,No,Education,No,1.0
81894,AQIRN1IWNT,38.0,27520.0,227903.0,815.0,57.0,4.0,9.78,24.0,0.76,High School,Self-employed,Married,No,Yes,Education,No,1.0
81896,DESG94GTSI,40.0,124317.0,199628.0,687.0,76.0,2.0,16.97,24.0,0.53,Bachelor's,Part-time,Single,Yes,Yes,Business,Yes,1.0
81901,6SQYT4UQO5,43.0,56830.0,13424.0,687.0,51.0,2.0,16.16,48.0,0.44,High School,Unemployed,Single,No,No,Auto,Yes,1.0
81908,Q3QK5CTJP6,18.0,54206.0,13920.0,670.0,113.0,4.0,20.66,60.0,0.52,PhD,Unemployed,Divorced,No,No,Education,No,1.0
81918,S6BU4EW141,44.0,26414.0,234979.0,477.0,12.0,3.0,5.07,48.0,0.66,Bachelor's,Part-time,Divorced,Yes,No,Auto,No,1.0
81953,2FFBBIQ3V2,61.0,54665.0,228118.0,766.0,30.0,4.0,24.77,24.0,0.78,PhD,Self-employed,Single,Yes,No,Other,Yes,1.0
81958,3NE3UVCSR6,67.0,49602.0,87083.0,635.0,68.0,2.0,7.15,36.0,0.56,High School,Unemployed,Divorced,No,No,Auto,Yes,1.0
81967,OC49V37NCX,47.0,120588.0,60110.0,748.0,18.0,2.0,7.4,12.0,0.69,PhD,Unemployed,Divorced,No,No,Home,No,1.0
81999,0ZPHRD3WKP,35.0,143582.0,75286.0,753.0,38.0,3.0,22.13,36.0,0.25,PhD,Unemployed,Single,Yes,No,Other,Yes,1.0
82001,IMRG9SQLLV,22.0,16625.0,48899.0,303.0,68.0,1.0,13.74,60.0,0.54,High School,Part-time,Married,Yes,Yes,Business,No,1.0
82003,D9PQBKL2WI,21.0,36486.0,115485.0,509.0,77.0,2.0,11.68,48.0,0.35,Bachelor's,Part-time,Single,Yes,Yes,Home,No,1.0
82005,0KZIY6P07J,37.0,16982.0,150181.0,320.0,64.0,3.0,18.87,60.0,0.54,High School,Full-time,Married,No,No,Other,No,1.0
82020,KRVJ6NJPZN,42.0,18134.0,171075.0,401.0,33.0,1.0,20.92,60.0,0.81,High School,Unemployed,Single,Yes,Yes,Education,No,1.0
82022,83G07WGI2S,34.0,92582.0,237196.0,578.0,9.0,3.0,12.34,60.0,0.34,Master's,Full-time,Divorced,Yes,No,Education,No,1.0
82037,DQS3TZ39XW,28.0,56396.0,64669.0,374.0,39.0,4.0,22.91,36.0,0.18,Bachelor's,Unemployed,Married,Yes,Yes,Auto,Yes,1.0
82048,17U77A96MT,47.0,78746.0,134296.0,330.0,16.0,3.0,13.72,24.0,0.25,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,Yes,1.0
82067,NXF8MPPNC6,37.0,145827.0,127450.0,632.0,14.0,4.0,21.43,24.0,0.83,PhD,Part-time,Single,Yes,Yes,Auto,Yes,1.0
82076,X6YV4AXBIE,19.0,37123.0,176387.0,846.0,27.0,3.0,10.63,48.0,0.13,Master's,Self-employed,Divorced,Yes,No,Auto,Yes,1.0
82079,ZR3CY2355K,40.0,45109.0,96761.0,708.0,99.0,3.0,9.24,36.0,0.29,High School,Unemployed,Single,No,Yes,Business,Yes,1.0
82088,PBU3ANATL4,18.0,126924.0,77116.0,752.0,49.0,3.0,24.42,48.0,0.32,Master's,Full-time,Divorced,Yes,Yes,Business,Yes,1.0
82090,49ZMXNZK4A,21.0,108783.0,55319.0,802.0,4.0,2.0,8.34,24.0,0.18,Master's,Self-employed,Divorced,No,Yes,Education,Yes,1.0
82117,8I1K2KS3NQ,21.0,149387.0,35572.0,373.0,59.0,3.0,24.5,36.0,0.73,High School,Unemployed,Divorced,Yes,No,Auto,No,1.0
82126,PUGXKDDF2T,49.0,46049.0,237460.0,332.0,22.0,3.0,23.47,12.0,0.5,PhD,Self-employed,Married,No,No,Home,Yes,1.0
82130,N0P342I8F0,31.0,78615.0,41623.0,519.0,14.0,1.0,17.41,24.0,0.47,High School,Full-time,Single,No,Yes,Education,No,1.0
82136,FLNI2SHHFP,24.0,59473.0,177116.0,744.0,2.0,4.0,24.62,12.0,0.48,PhD,Part-time,Divorced,Yes,No,Auto,Yes,1.0
82140,8QVRMEB6TL,26.0,68603.0,219203.0,545.0,74.0,1.0,22.35,12.0,0.29,PhD,Unemployed,Divorced,Yes,No,Business,No,1.0
82143,Z4TS1N3Q02,52.0,16053.0,156891.0,434.0,6.0,1.0,16.24,24.0,0.67,High School,Part-time,Married,Yes,Yes,Business,No,1.0
82146,15UULM6D49,45.0,55788.0,157873.0,421.0,92.0,2.0,16.19,60.0,0.58,Bachelor's,Part-time,Divorced,No,No,Auto,No,1.0
82156,6XDRKKASHT,49.0,65762.0,34182.0,831.0,86.0,4.0,23.81,60.0,0.12,High School,Unemployed,Single,No,Yes,Home,No,1.0
82161,TOQH0DP132,28.0,120861.0,74776.0,551.0,81.0,4.0,4.16,12.0,0.32,Master's,Unemployed,Divorced,No,Yes,Other,Yes,1.0
82172,45F4AP3ZPM,39.0,34515.0,104405.0,617.0,20.0,3.0,21.41,60.0,0.37,Bachelor's,Part-time,Divorced,Yes,Yes,Other,Yes,1.0
82183,QM86F1W66J,36.0,52083.0,165672.0,592.0,86.0,1.0,14.5,12.0,0.64,High School,Unemployed,Single,No,No,Other,No,1.0
82185,CKE42TCM3Z,25.0,16509.0,66821.0,406.0,75.0,2.0,18.24,60.0,0.62,Master's,Part-time,Single,Yes,Yes,Auto,No,1.0
82187,YK7MXN9ZCV,27.0,36989.0,178263.0,552.0,93.0,3.0,21.18,48.0,0.18,High School,Self-employed,Married,Yes,No,Business,No,1.0
82189,FKH31BSF88,66.0,120589.0,14113.0,485.0,67.0,3.0,5.05,36.0,0.1,Bachelor's,Self-employed,Single,Yes,No,Auto,No,1.0
82197,VU9QKAJUV0,23.0,80579.0,214556.0,554.0,48.0,2.0,14.94,36.0,0.81,PhD,Unemployed,Married,Yes,No,Auto,No,1.0
82200,QYQPE9MBMD,26.0,17360.0,161747.0,410.0,9.0,2.0,24.41,48.0,0.75,PhD,Full-time,Married,No,No,Education,Yes,1.0
82203,0ARJ1H2JXX,23.0,23265.0,72603.0,667.0,7.0,2.0,20.33,60.0,0.52,High School,Unemployed,Single,Yes,Yes,Auto,Yes,1.0
82204,569S8PJCNP,43.0,25930.0,149635.0,382.0,42.0,4.0,20.6,24.0,0.74,Master's,Part-time,Single,No,No,Business,No,1.0
82220,E65BWZCWB9,22.0,94927.0,172251.0,626.0,76.0,1.0,21.73,60.0,0.54,Bachelor's,Self-employed,Single,Yes,No,Auto,No,1.0
82229,CRD8IPV51S,38.0,89879.0,223890.0,334.0,111.0,3.0,21.03,12.0,0.19,Bachelor's,Full-time,Divorced,No,No,Other,Yes,1.0
82234,J3OKPMPBUM,67.0,18003.0,154518.0,753.0,117.0,3.0,24.83,36.0,0.27,High School,Full-time,Divorced,No,No,Auto,Yes,1.0
82235,ITSF1V0666,24.0,17212.0,62906.0,572.0,22.0,3.0,10.72,48.0,0.56,Master's,Self-employed,Married,Yes,Yes,Auto,Yes,1.0
82236,X4O04IEH09,57.0,18594.0,235810.0,632.0,108.0,3.0,19.73,48.0,0.61,Bachelor's,Self-employed,Divorced,No,Yes,Other,Yes,1.0
82237,JFUTASD8NS,25.0,142974.0,169675.0,689.0,95.0,1.0,9.06,60.0,0.82,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,1.0
82248,1UZRCO1ONC,24.0,147852.0,99042.0,601.0,11.0,2.0,18.44,36.0,0.12,Master's,Self-employed,Single,Yes,Yes,Other,No,1.0
82249,56TWQEMNYA,18.0,91228.0,243742.0,683.0,84.0,3.0,19.8,48.0,0.32,High School,Full-time,Married,Yes,Yes,Business,No,1.0
82250,SYJ3QKI6XO,36.0,64048.0,129228.0,414.0,43.0,2.0,13.99,60.0,0.59,Master's,Unemployed,Married,No,Yes,Education,No,1.0
82254,VDHLR602UN,30.0,92455.0,46060.0,557.0,20.0,3.0,3.16,48.0,0.51,High School,Part-time,Divorced,Yes,No,Business,Yes,1.0
82283,18WGHAYP5B,36.0,67004.0,209526.0,448.0,56.0,2.0,14.58,36.0,0.4,Master's,Full-time,Divorced,Yes,No,Business,Yes,1.0
82294,BW28QDS9RR,21.0,27659.0,220539.0,374.0,95.0,4.0,15.68,60.0,0.34,Master's,Self-employed,Married,No,No,Business,Yes,1.0
82299,ECNRPJ4186,40.0,50974.0,48142.0,551.0,2.0,2.0,13.58,12.0,0.33,PhD,Self-employed,Divorced,No,No,Auto,No,1.0
82307,W0V4R1MW4Y,34.0,137991.0,229610.0,729.0,109.0,3.0,10.72,36.0,0.42,PhD,Self-employed,Married,Yes,No,Education,No,1.0
82308,0595ACJ7AU,32.0,23748.0,97177.0,660.0,106.0,2.0,9.32,36.0,0.83,Bachelor's,Full-time,Married,No,Yes,Home,No,1.0
82328,1MC8CIHVXF,49.0,50906.0,209731.0,515.0,89.0,3.0,6.4,24.0,0.79,PhD,Full-time,Single,Yes,No,Other,Yes,1.0
82331,JEMY8DTKP1,57.0,59488.0,216942.0,755.0,41.0,2.0,22.8,24.0,0.78,High School,Part-time,Single,Yes,No,Business,Yes,1.0
82334,ED0XU9KVUS,25.0,108865.0,231679.0,437.0,27.0,2.0,10.92,36.0,0.36,Bachelor's,Unemployed,Divorced,No,No,Other,No,1.0
82349,Q123JKC7QH,55.0,31441.0,110031.0,454.0,38.0,4.0,23.85,60.0,0.72,Master's,Unemployed,Divorced,No,No,Auto,Yes,1.0
82358,XUS110GBY0,40.0,122906.0,85219.0,455.0,48.0,2.0,7.54,36.0,0.58,Master's,Self-employed,Divorced,Yes,Yes,Education,No,1.0
82360,9Q46D2YRZ3,38.0,28696.0,191959.0,777.0,23.0,2.0,8.94,60.0,0.21,Bachelor's,Part-time,Divorced,No,Yes,Other,Yes,1.0
82374,HR8O12QLBW,22.0,126388.0,100755.0,804.0,53.0,1.0,4.78,36.0,0.73,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,1.0
82376,PTA7G0BYX5,46.0,45007.0,160049.0,753.0,45.0,3.0,17.35,12.0,0.53,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No,1.0
82387,ZJA9F0X04G,55.0,67054.0,98859.0,646.0,70.0,4.0,11.76,24.0,0.54,PhD,Full-time,Single,No,Yes,Other,Yes,1.0
82397,0KX284JZ9U,48.0,16982.0,217778.0,592.0,1.0,4.0,21.17,36.0,0.17,Master's,Full-time,Married,No,Yes,Other,No,1.0
82398,LFCFX6U770,42.0,15999.0,106926.0,715.0,12.0,3.0,13.77,12.0,0.8,Bachelor's,Unemployed,Married,No,No,Other,No,1.0
